"FYear","QuarterID","Seq_Quarter","SumMeanXSample","Quarter_Weight","QuarterMean","QuarterCatch","QuarterMeanXCatch"
1980,19802,70,689.213990982288,287.585950487632,2.39654958739693,481723.2,1154473.53619953
1980,19804,71,2264.15075237095,920.49429099533,2.45971189014407,58514.4,143928.565424646
1981,19811,72,9298.43723051119,3914.63718606813,2.37529987800748,599659.2,1424370.42460606
1981,19812,73,709.117562319302,384.064727425217,1.84634909608401,104328,192625.908496253
1981,19813,74,1501.62392590578,624.70527397896,2.40373178913863,90720,218066.547910656
1981,19814,75,1748.88633386788,1007.56348280845,1.73575795838997,16350.35834,28380.2646111828
1982,19821,76,14534.787750429,6417.16558259715,2.26498561761383,442478.0005,1002206.30724302
1982,19822,77,533.989256898969,315.153933472531,1.69437598641146,99541.41341,168660.580535359
1982,19823,78,231.930603127548,140.406913169693,1.6518460372905,37204.93514,61456.8246786591
1983,19831,79,1558.18288282258,660.453213397661,2.35926308058462,91017.87172,214735.104422383
1985,19852,80,2390.87186275969,1022.15527006777,2.33904958744788,96857.02622,226553.38722132
1985,19853,81,3537.24436880518,1038.68163191884,3.40551354727488,69372.67532,236249.585612962
1986,19861,82,878.57164899888,422.315101253522,2.0803699569139,74102.78509,154161.207824883
1986,19863,83,406.985926580313,285.301919580052,1.42650959790026,65722.12646,93753.2441896047
1987,19871,84,1545.1930143012,1130.32896910989,1.36702947241812,1654050.621,2261135.94777849
1987,19872,85,1593.59879212056,957.897831597586,1.66364171580048,1186081.375,1973214.45378399
1987,19873,86,1400.42324573162,748.444585986597,1.87111146496649,331789.8939,620815.874436307
1989,19892,87,796.449758003992,397.110881347755,2.00561051185735,242082.4639,485523.134334166
1990,19902,88,1324.04649112414,528.558236741416,2.50501534000671,335734.8272,841020.892310502
1990,19903,89,2337.49357677282,901.913390917854,2.59170514631567,59245.21455,153546.127443811
1990,19904,90,690.33110619038,478.01631368502,1.44415804738677,119537.331,172630.798526786
1991,19911,91,773.587444780769,463.742719241018,1.66813927784539,882726.1181,1472510.1091826
1991,19912,92,1715.36821933811,956.446278035433,1.79348099180387,832289.7578,1492695.86028735
1991,19913,93,833.816850780202,510.866591483729,1.63216163413332,183329.8558,299223.957027954
1991,19914,94,1171.03762945705,451.398435448692,2.59424388188903,304884.3328,790944.31505022
1993,19934,95,584.385283537771,326.125929057894,1.79190070910931,163277.2385,292576.599449559
1994,19941,96,1939.97250797128,791.43401848155,2.45121193007767,267405.425,655467.367927489
1994,19943,97,3515.55289964279,1045.44474289462,3.36273430378439,106781.2755,359077.058125701
1994,19944,98,1196.75313371008,369.364125549503,3.24003618903073,78856.4819,255497.855095647
1996,19962,99,650.814170933352,272.906198982506,2.38475407799393,82304.29,196275.491213895
1997,19972,100,1392.87663316379,544.685893762531,2.55721076883818,86934.6,222310.095304639
1997,19973,101,439.925619457002,216.960921093867,2.02767215975577,26864.86,54473.1286977363
1998,19981,102,1924.43996833181,1147.06349971578,1.67771005598962,47430.36,79574.3919312079
1998,19982,103,4037.31573417992,1632.39478604937,2.47324713891718,83551.57,206643.681454538
1998,19983,104,181.308092237376,110.685181232067,1.6380520880861,20019.12,32792.3613176462
1998,19984,105,112.397873042253,81.433865863613,1.38023501463751,13943.73,19245.6243806515
1999,19991,106,869.688207436805,679.689374581216,1.27953774174071,33244.41,42537.4772969023
1999,19992,107,6486.92454459984,1895.40662310148,3.42244480183634,73762.36,252447.605553181
2000,20001,108,1495.20131115383,340.624294957447,4.38959091670375,19932.21,87494.2479658317
2000,20002,109,317.755121269278,139.223067045034,2.282345361394,27175.51,62023.8991920161
2001,20011,110,147.040871467737,155.289094661244,0.946884723544173,22910.81,21693.8959930231
2001,20014,111,11.448863260478,47.7317901281224,0.239858241849861,54822.73,13149.6836312096
2002,20021,112,1575.00006512077,802.172882780382,1.96341723701968,67303.02,132143.909571481
2002,20022,113,1823.70492296058,1050.75138996658,1.73561980538383,94214.59,163520.708360117
2002,20024,114,1064.03453793496,443.770209898498,2.39771511066129,28858.7,69194.9410640409
2003,20031,115,3352.45557719533,1833.55059765603,1.82839545387024,98579.53,180242.364496665
2003,20032,116,6527.72065657095,2684.17360491355,2.43192938214635,196114.47,476936.54185706
2003,20033,117,1005.32294474863,471.327438341258,2.13296078897223,37632.29,80268.1989692317
2003,20034,118,430.631135770052,401.594437249716,1.07230353766649,18524.17,19863.5330233354
2004,20041,119,2849.01197085216,2806.53370797795,1.01513549000087,148771.38,151023.107734406
2004,20042,120,13884.1157655566,6545.89450689524,2.12104178442405,193690.88,410826.449741864
2004,20043,121,1511.98438200099,917.638385874687,1.64769086088283,43072.65,70970.4117590047
2004,20044,122,659.14164654301,508.764731058901,1.29557260223429,20179.9,26144.5255558278
2005,20051,123,10275.8087664322,4057.57053404253,2.5325028068445,98507.58,249470.722845459
2005,20052,124,5220.14474212826,2525.53158946789,2.06694890053943,192758.91,398422.817093679
2005,20053,125,1025.50901231051,436.544909009408,2.34914894469289,31509.92,74021.4953153575
2005,20054,126,1776.67014126997,869.980498706276,2.04219536404783,24584.84,50207.0462738576
2006,20061,127,5044.15222185627,2197.28798791166,2.29562635831378,91577.9,210228.641079024
2006,20062,128,3590.91170741586,1265.73402903057,2.83701917231865,91203.56,258746.248303714
2006,20063,129,239.624271753765,104.989125630577,2.2823722963169,20746.61,47351.4879064912
2007,20072,130,578.004880248922,209.528774969174,2.75859428058966,46597.43,128543.403888177
2007,20073,131,22.5291742758591,60.412964111101,0.372919531550006,8729.37,3255.35257112668
2008,20081,132,59.8131388891665,69.6050590835356,0.859321717080687,8674.06,7453.8081332609
2008,20082,133,27.2849171133406,64.8218885520505,0.420921354234094,16874.43,7102.80792752842
2008,20084,134,62.1924554140824,49.8768304582729,1.24692076145682,4416.49,5507.01307376644
2009,20091,135,1101.30727158101,498.364160565338,2.2098444445357,33176.02,73313.8434888051
2009,20092,136,919.48681024477,700.585795628668,1.31245425753982,54962.18,72135.3471446701
2009,20094,137,97.3481725362537,103.009469498933,0.945041004577369,34079.76,32206.7706261556
2010,20101,138,3204.95941926755,2456.22515018693,1.30483128512207,138227.24,180363.227208076
2010,20102,139,2641.10240084436,1650.22664069962,1.60044828734837,248266.14,397337.11856959
2010,20103,140,522.375043379681,397.543524566697,1.31400717430637,88132.1,115806.211686687
2010,20104,141,663.51393128279,349.403541896763,1.89899028407341,16809.49,31921.0581902292
2011,20111,142,1956.44656466843,1063.37568234854,1.83984512448834,91616.86,168560.833191931
2011,20112,143,3415.73996193752,1447.10307956408,2.3603985163009,228325.82,538939.926761186
2011,20113,144,1238.76828291136,495.641306619753,2.49932414099966,42770.18,106896.543388901
2012,20121,145,2409.43157109079,884.203616560926,2.72497366665631,39256.89,106973.991484823
2012,20122,146,4305.78190802366,1398.24777288958,3.07941267027763,102485.88,315596.317396553
2012,20123,147,1934.61056434656,910.908567706927,2.12382519270474,32780.37,69619.7756321827
